Disease_id,VN_name
18490,Viêm tủy xương mãn tính
18491,"Trầm cảm, lưỡng cực"
18492,Trầm cảm ở trẻ em
18493,Bệnh võng mạc
18495,"Giảm myelin, não toàn cầu"
18496,Đa u sụn xương dài
18497,"Cicatrix, phì đại"
18498,tăng sừng thực vật
18499,Bất thường của mạch máu
18500,Mất ngủ REM
18501,Suy giảm thính giác thần kinh vừa phải
18502,tủy chuỗi nhẹ
18503,"Ung thư biểu mô tế bào vảy, sừng hóa"
18504,Mật độ khoáng xương bất thường
18506,Ung thư biểu mô tuyến dạ dày lẻ tẻ
18507,DYSTONIA 18 (rối loạn)
18508,Viêm màng ngoài tim cấp tính
18509,Teo cơ cột sống xa
18510,"Viêm mạch, xuất huyết"
18511,Khối sau phúc mạc
18513,Thận nhân đôi một phần
18515,Vỡ khối u
18516,Khả năng giãn nở quá mức ở cổ tay
18517,Tăng phản xạ chi dưới
18518,Tan máu nội mạch
18521,Trầm cảm đơn cực
18522,Tăng độ dày giác mạc
18523,Cơn co giật toàn thể
18524,Symphalangism ảnh hưởng đến các đốt ngón tay
18525,Lông mu thưa thớt
18526,Rối loạn nhân cách phân liệt
18527,Thai nhi nhỏ so với tuổi thai
18529,Xét nghiệm chức năng gan bất thường khi mang thai
18530,Thoái hóa ngược
18531,Hạ đường huyết tái phát
18532,Bướu nhiều mô
18533,"Đi bộ, liệt nửa người"
18534,U lympho mô bạch huyết liên quan đến niêm mạc vú
18535,Viêm xoang dị ứng
18536,Bệnh tăng huyết áp
18537,Bệnh thiếu hụt Pyruvate Carboxylase
18538,Phình động mạch não
18539,Lỗ rò hệ thống tiêu hóa
18540,Hội chứng loạn sản tủy ngoại bào
18541,Camptodactyly
18542,Hội chứng ngộ độc
18543,tắc nghẽn bẩm sinh
18544,Màu xanh xao tạm thời của đĩa thị
18545,sung huyết kết mạc
18546,thiểu tinh trùng
18547,Co cứng khớp liên đốt gần ngón tay 5
18548,Loạn sản tế bào thận
18549,Chân tóc phía trước thấp
18550,"CHỨA VITELLIFORM MACULAR LỆNH TỐT NHẤT, ĐA Ổ (rối loạn)"
18551,Gật đầu do rung giật nhãn cầu
18552,U màng não tái phát
18553,Sự vắng mặt bẩm sinh của bàn tay
18554,Tình trạng hen suyễn
18555,Ung thư biểu mô vòm họng chịu lửa
18556,Giảm trương lực cơ ở trẻ sơ sinh
18558,Lupus ban đỏ dạng đĩa
18559,Hội chứng Ehlers-Danlos loại 6
18560,Siêu hình hình quả tạ
18561,U mạch máu mao mạch phổi
18562,u nguyên bào tủy
18564,Thiếu hụt Myeperoxidase
18565,"Thiếu máu, nguy hiểm"
18566,Hội chứng Langer-Giedion
18567,Bệnh da xơ hóa thận
18569,Ung thư biểu mô đại tràng độ 3
18570,Viêm tuyến mang tai
18571,Buồn nôn và ói mửa
18572,Ung thư phổi giai đoạn IB AJCC v7
18573,Tình trạng bệnh vẩy nến
18574,"Bệnh cơ, Cơ thể khử, Liên kết X, Khởi phát ở trẻ em"
18575,Co rút gấp ngón chân
18576,Co thắt cơ dài
18577,bệnh thận
18578,Hội chứng Gorlin Chaudhry Moss
18579,Rối loạn tuyến sinh dục
18580,Rụng tóc từng vùng
18581,chứng tăng đệm thần kinh đệm
18582,BCG phổ biến
18583,Đột biến DNA ty thể
18584,"Dị tật bẩm sinh, biến dạng và bất thường nhiễm sắc thể (Q00-Q99)"
18585,"U lympho tế bào B lớn lan tỏa qua da nguyên phát, loại chân"
18586,Tăng huyết áp ác tính cần thiết
18587,Thể chai dày
18588,Mù fugax
18589,Chứng tăng sừng lòng bàn tay
18590,Bài tiết nước tiểu của Oligosaccharides sialylat hóa
18591,Teo chất trắng não
18592,Chiều dài sinh lớn hơn phần trăm thứ 97
18593,Suy buồng trứng mới bắt đầu
18594,Đục thủy tinh thể cực sau
18595,Nhiễm trùng do vi-rút Corona
18596,Trung tâm cốt hóa lớn ở xương ức
18597,Đau thắt ngực do co thắt mạch
18598,Chảy máu quá nhiều sau phẫu thuật
18599,Bệnh viêm ruột 13
18600,Bụng béo phì
18601,Rụng tóc không để lại sẹo
18602,Angiosarcoma tim
18603,Bệnh tâm thần phân liệt hoang tưởng
18604,Thoái hóa sụn mũi
18605,Sự lắng đọng sắc tố trong lưới phân tử
18607,Nhịp tim nhanh xoang
18608,Rối loạn liên quan đến cocaine
18609,U đáy mắt
18610,Con đường phụ kiện nút tâm thất
18611,Khâu vành được cấp bằng sáng chế rộng rãi
18612,Rối loạn điếc-mù
18613,Ung thư đường mật nguyên phát của đường mật trong gan
18614,Rối loạn lưu trữ spakenolipid
18615,Hẹp dưới động mạch chủ bẩm sinh
18616,Bệnh động kinh giật cơ tiến triển liên quan đến Prickle1 kèm mất điều hòa
18617,Retrognathia
18618,tật nứt đốt sống
18619,U nang rễ
18620,Khàn giọng
18621,Lưỡi to bẩm sinh
18622,Tích lũy melanosome trong tế bào hắc tố
18623,Ung thư hạch liên quan đến Pyothorax
18624,Các bệnh về tai trong
18625,bệnh đa hồng cầu do căng thẳng
18626,Hội chứng giả Bartter
18627,Vô kinh khi cho con bú
18628,Thận ứ nước do Pujo
18629,"Teo cơ cột sống, phần xa, liên kết X 3"
18630,Hội chứng thận hư nhạy cảm với steroid
18631,Khóc yếu
18632,Kích thích sớm tâm thất với nhiều con đường phụ
18634,Da cổ thừa
18635,"Suy gan, cấp tính"
18636,Tăng huyết áp tâm thu đơn độc
18637,tế bào hình sao
18638,Hội chứng mất nhiễm sắc thể 1p36
18639,Phản ứng bất lợi ở da nghiêm trọng (SMQ)
18640,Hội chứng biệt hóa bệnh bạch cầu cấp tính
18641,Thiếu máu cục bộ chi dưới nghiêm trọng
18643,Đốm vôi hóa đầu gần của xương cánh tay
18644,Chứng mất trí liên quan đến nghiện rượu
18645,Da nhăn
18646,Đo bạch kim
18649,"Loạn dưỡng cơ-Dystroglycanopathy (Bẩm sinh với dị tật não và mắt) Loại A, 1"
18650,Khối vùng chậu
18651,Hở van hai lá chức năng
18652,Nhồi máu cơ tim chu phẫu
18653,Thoái hóa đĩa đệm
18654,người lùn
18655,trụ rộng
18656,Thiếu biotin
18657,Số lượng bazophil trong máu (xét nghiệm trong phòng thí nghiệm)
18658,Tiêu xương
18659,Khối u tế bào khổng lồ
18660,Hiệp hội Vater với não úng thủy
18661,Béo phì đơn giản
18662,Hội chứng ung thư Oligodontia-đại trực tràng
18663,"Run rẩy, bán nhịp"
18664,Rối loạn ăn uống khác
18665,Bất thường của vỏ não
18666,Nhiễm khuẩn huyết do tụ cầu vàng kháng methicillin
18668,Bệnh amyloidosis mạch máu não di truyền
18669,thiếu ngón
18670,Ung thư đường tiết niệu
18671,Bệnh bạch cầu cấp tính giai đoạn T sớm
18672,Sưng sợi trục lan tỏa
18673,Ung thư phổi tế bào nhỏ giai đoạn lan rộng
18674,U máu đường giữa mặt
18675,Mất ngủ thứ phát
18676,Tỷ lệ eo-hông
18678,Thiếu máu tán huyết vi mạch
18679,"Myoglobin niệu, tái phát"
18680,Bệnh Graves
18681,Giảm độ bắt cóc hông
18682,Điếc một bên
18683,suy đa tuyến
18684,Động kinh cục bộ phức tạp kèm theo suy giảm ý thức
18685,Suy giảm nhận thức liên quan đến tuổi tác
18686,Thiểu sản não
18687,nguyên bào thần kinh đệm trên lều
18688,Đầu xương bị phân mảnh
18689,CÁC ĐẶC ĐIỂM CỦA TUYẾN TUYẾN VỚI CÁC ĐẶC ĐIỂM GIỐNG HOLOPROSENCEPHALY (rối loạn)
18690,Các rối loạn xác định khác của tuyến thượng thận
18691,bệnh fusariosis
18692,Nhiều gãy xương trước khi sinh
18694,Tăng ferritin máu di truyền mà không bị quá tải sắt
18695,Ấu trùng di chuyển ở mắt
18696,Trisomy 22
18697,gan lách to
18699,Trung tâm mầm bệnh ung thư hạch tế bào B lớn lan tỏa Loại tế bào B
18700,Tăng phân chia nhân bạch cầu trung tính
18701,Bất thường mạch máu võng mạc
18702,Giảm phosphat niệu
18703,Co thắt phế quản do không khí lạnh
18704,chứng chảy nhiều nước
18705,Acromicria
18706,Ung thư khu trú
18707,Hội chứng Marfan
18708,Sốc nhiễm trùng
18709,Rối loạn hình thái số
18710,Rò tiết niệu sinh dục
18711,U tế bào thiểu sản Anaplastic
18712,bệnh bạch cầu trung tính
18713,Tắc nghẽn chỗ nối bể thận
18714,bệnh thận thiếu máu cục bộ
18715,Ung thư xương tái phát
18716,Nghiện amphetamine
18717,Co rút khớp gối
18718,U xương ở da
18719,Thiếu máu nguyên hồng cầu sắt đáp ứng với pyridoxine
18720,Giảm sản xuyên tâm nhẹ
18722,Xơ cứng bì
18723,Viêm đa động mạch ở da
18724,"Nhồi máu não, tuần hoàn sau"
18725,Viêm tuyến tiền liệt do vi khuẩn
18726,Đau đầu gối trước
18727,Viêm cầu thận hình lưỡi liềm vô căn
18728,Hội chứng Donnai-Barrow
18729,teo quang học 5 (rối loạn)
18730,Bệnh loạn dưỡng bạch cầu tế bào hình cầu khởi phát muộn
18731,Viêm gan nhiễm mỡ
18732,Tăng huyết áp không kiểm soát được
18733,Khối u rắn trưởng thành
18734,Giả tăng kali máu Cardiff
18735,U nguyên bào tủy với nhiều nốt sần lan rộng
18736,Hội chứng Meige
18738,ban xuất huyết dạng thấp
18739,Trichomonas
18740,Chứng tăng aldosterone nguyên phát có thể điều chỉnh được bằng dexamethasone
18741,Suy tim cung lượng cao
18742,Ung thư biểu mô tiểu thùy không xâm lấn
18743,Rối loạn phó giao cảm
18744,tụ máu
18745,Chứng loạn sản cột sống
18746,Hội chứng ngưng thở khi ngủ trung ương
18747,Không tiến triển/bẩm sinh
18748,Trầm cảm nặng
18750,Chứng loạn sản ngoại bì/hội chứng mỏng manh của da
18752,Tăng bilirubin máu
18753,Ung thư biểu mô tuyến mồ hôi
18754,Tăng sản nốt khu trú giãn mạch
18755,Hội chứng thận hư - Thường xuyên tái phát
18756,Sarcoma tim
18758,Tâm thất thứ tư giãn
18759,Hội chứng vỡ Nijmegen
18760,Rối loạn mê cung
18761,Độ lọc cầu thận
18762,Bệnh thở nhanh thoáng qua ở trẻ sơ sinh
18763,Đo dehydroepiandrosterone sulfate (thủ tục)
18764,Bất sản/giảm sản của đốt gần ngón chân thứ 5
18765,Chứng phình động mạch
18766,Vắng mặt sắc tố ở vùng bụng
18767,Ống gan phụ
18768,Viêm dạ dày ruột ở trẻ em
18769,Mất điều hòa tủy sống tiểu não 13
18771,Nhịp điệu ngoài tử cung
18772,xanh xao thiếu máu
18773,Tổn thương gan do rượu
18774,Exstrophy
18775,Ung thư biểu mô tủy không điển hình
18776,U mạch máu thông nối
18777,Rối loạn lo âu tổng quát
18778,U quanh dây thần kinh mô mềm
18779,Dị tật hang não gia đình
18781,Béo phì kháng insulin
18782,Thoát vị màng não tủy sống
18784,pinta
18785,Điện tâm đồ bất thường
18786,"Rối loạn bẩm sinh glycosyl hóa, loại 2C"
18788,Xơ gan
18789,Ung thư biểu mô ống tại chỗ với vi xâm lấn
18790,Achondrosis loại 2
18791,Bệnh tiểu đường khởi phát ở người trẻ
18792,Mù màu
18793,Bệnh u cơ bạch huyết phổi
18794,Vàng da chu sinh
18795,U sọ hầu nhú
18796,Erythrodontia
18797,Mù một mắt (rối loạn)
18799,Vôi hóa động mạch ở trẻ sơ sinh
18800,Barrett thực quản với chứng loạn sản cấp độ thấp
18801,Viêm bao gân bàn tay
18802,Kết cấu tóc bất thường
18803,Từ chối ghép mạch máu cấp tính
18804,Rối loạn tăng sinh lympho mãn tính của tế bào NK
18805,Sự bất thường của răng
18806,sẩn da
18807,U mô bào sợi ác tính
18808,Bệnh xơ cứng gan
18809,Não hóa trị
18810,Đau bụng
18811,U lympho tế bào T/NK ngoại bào loại mũi trưởng thành
18812,U lympho nang loại tá tràng
18813,Đột tử do tim
18814,Thiếu hụt một phần adenosine deaminase
18815,Đau mắt
18817,Tân mạch đĩa quang
18818,Xuất huyết phế nang lan tỏa
18819,Đo ferritin huyết thanh
18820,Tóc thưa
18821,Ung thư vú tiến triển cục bộ
18822,Chứng khó nói
18823,Đau thắt ngực do co thắt mạch vành
18824,Viêm rễ thần kinh
18825,Tăng creatine phosphokinase huyết thanh
18826,Viêm nội nhãn sau phẫu thuật
18827,triệu chứng bàng quang
18830,Nhồi máu não tái phát
18831,Lãng phí phosphat qua thận
18832,Điểm yếu mệt mỏi của cơ bắp chân xa
18833,Viêm huyết thanh
18834,"Rối loạn trí nhớ, không gian"
18835,múa giật tiến bộ
18836,Ức chế thần kinh cơ
18837,bệnh bạch cầu đơn nhân
18838,"Loạn sản thanatophoric, loại 2"
18839,Sự bất thường của quá trình chuyển hóa Vitamin D
18840,"Bệnh tiểu đường khởi phát ở người trẻ tuổi, loại 1"
18841,Nhiễm kiềm hô hấp
18842,Miếng đệm đầu ngón tay nổi bật
18843,Phì đại tâm thất trái
18844,Ung thư biểu mô tế bào thận Sarcomatoid
18845,Đồng huyết thanh gắn kết Nonceruloplasmin cao
18846,"Rối loạn chức năng peroxisomal, đơn"
18847,bông hoa Iris
18848,Phá thai tự nhiên
18849,Không nhạy cảm với insulin
18851,xơ hóa quanh cửa
18852,Cystin niệu đơn độc
18854,Chất gây ung thư hóa học
18855,Hạ betalipoprotein máu
18856,Hội chứng Ogilvie
18857,Nhiễm herpesvirus liên quan đến sarcoma Kaposi
18858,Bất sản bàng quang
18859,Giảm tiểu cầu khổng lồ
18860,"Porphyria Cutanea Tarda, Loại I"
18861,Bệnh thalassemia phụ thuộc không truyền máu
18862,Bệnh đần độn đặc hữu
18863,Cắt ruột (bất thường về hình thái)
18864,Nhiễm trùng hệ tiêu hóa
18865,Tăng insulin do thiếu HNF4A
18866,Thuốc bổ clonic phong trào
18867,Ngón tay cái của người quá giang
18868,"Ung thư hạch tế bào lớn Anaplastic, ALK dương tính"
18869,Sự khử myelin từng mảng của chất trắng dưới vỏ não
18870,hội chứng BNAR
18871,U ác của tuyến yên
18872,Giảm tỷ lệ tổng hợp beta/alpha
18873,Thiếu oxy máu
18874,Tiền gửi giác mạc
18875,Sự bất thường của xương metacarpal
18876,Chứng loạn sản nang phổi bẩm sinh
18877,bệnh sốt thỏ
18878,"Bệnh Parkinson, Gia Đình, Loại 1"
18879,Rối loạn cương dương do mạch máu
18880,Khiếm thị
18882,"Tiêu xương, di truyền, của xương cổ tay có hoặc không có bệnh thận"
18883,Chứng ngủ rũ loại 1
18884,Tăng sản tế bào C của tuyến giáp
18885,Ung thư biểu mô tế bào vảy vòm miệng cứng
18886,Đầu ngón tay gần của ngón tay thứ 3 bị mở rộng
18887,"Ceroid Lipofuscinosis, thần kinh, loại Parry"
18888,Bất sản xương cổ chân
18889,Sarcom cơ vân 1
18890,Bất sản/giảm sản các đốt ngón giữa của bàn tay
18891,Nhiễm virus Tây sông Nile
18892,Khối u mí mắt
18893,Độ cứng cơ dọc trục
18894,"Viêm gan, nghiện rượu"
18895,Bệnh tim mạch
18896,Tăng Calcitonin
18897,tầm vóc ngắn
18898,Rối loạn máu ác tính
18899,bệnh colagen
18900,Con đường bổ sung thay thế rối loạn chức năng
18901,Biến dạng gù cột sống
18902,Xơ cứng xương từng mảng
18903,Bất thường về hình thái xương đai chậu
18904,"Ung thư, ống tụy"
18905,Cor Triatriatum
18906,Đục thủy tinh thể
18907,Yếu cơ chi trên
18908,Nhóm sốt phát ban Rickettsiosis
18909,Hội chứng hoa anh thảo
18910,Giãn mao mạch niêm mạc miệng
18911,Ung thư biểu mô tuyến ống dạ dày
18912,Bất thường mạch máu da
18913,Phát ban da
18914,Angiomyolipoma
18915,Tỷ lệ eo/hông giảm
18916,Đục thủy tinh thể vỏ sau dày đặc
18917,"Loạn sản xương sọ, loại lặn nhiễm sắc thể thường"
18919,Thất điều tiểu não không tiến triển
18921,Viêm khớp tự phát thiếu niên Oligoarticular mở rộng
18922,Suy giảm miễn dịch tế bào T nghiêm trọng
18923,Hẹp van động mạch chủ
18924,Bệnh bạch cầu lymphoblastic cấp tính hypodiploid B
18925,Khối u tạo máu ở trẻ em
18926,Thiếu hụt 21-Hydrooxylase Virilizing đơn giản
18927,Bệnh não hoại tử cấp tính
18928,Viêm màng đệm tế bào lympho không do động vật chân đốt
18929,Bệnh sụp mi
18930,Yếu cơ chi dưới
18931,Tuổi mãn kinh
18932,Rối loạn trương lực cơ chi
18933,Mất điều hòa thân cây
18934,Nhiễm trùng não mô cầu
18935,"Bệnh sỏi tiết niệu 2,8-Dihydroxyadenine"
18936,Nhiễm trùng Mycobacteria tái phát
18937,Bất thường về hình thái xương đùi
18938,tóc đỏ
18939,Yếu cơ cổ
18940,Bất sản cơ thành bụng
18941,Tiêu xương quanh xương
18942,Cơ bắp săn chắc
18944,Rối loạn giống hội chứng Noonan với tình trạng tóc rụng Anagen
18945,Ung thư tế bào Sertoli
18946,Micromelia
18947,Xơ gan do quá tải đồng
18948,Bệnh bạch cầu lympho cấp tính ở người lớn
18949,"Aphasia, thính giác phân biệt đối xử"
18950,Giảm bạch cầu lympho B nặng
18951,"Rụng Tóc, Mẫu Nam"
18952,Triệu chứng trầm cảm
18953,Sỏi sắc tố
18954,Các tổn thương khác của dây thần kinh giữa
18955,Khối u tế bào Hurthle
18956,Động lực
18957,Bất thường về hình thái bạch cầu trung tính
18958,Bệnh lý protein TDP-43
18959,Axit propionic niệu
18960,Bệnh loạn dưỡng nốt Salzmann
18961,U tế bào khổng lồ dưới màng nội tủy trưởng thành
18962,Chứng loạn dưỡng thần kinh ở trẻ sơ sinh
18964,Chứng phì đại mặt
18965,Cong chân do gãy xương nhiều nơi
18966,Hội chứng trẻ sơ sinh chết đột ngột
18967,Rối loạn ngôn ngữ
18968,Nhiễm trùng Shigella
18969,Drusen chiếm ưu thế
18970,Bệnh lách
18971,Chất kết dính mô
18973,Abiotrophy
18974,Bệnh cơ tim giãn nở ở thai nhi
18975,Chứng đau nửa đầu chuyển đổi
18976,U thần kinh đệm hình hoa thị
18977,"Dị tật, quanh não thất, nhiễm sắc thể thường lặn"
18978,U nang nhú của mào tinh hoàn
18979,Rối loạn trương lực xoắn có triệu chứng
18980,Viêm tai giữa tăng bạch cầu ái toan
18982,Bệnh đầu nhỏ nhiễm sắc thể thường trội
18983,Làm mỏng màng Descemet
18984,Quá trình glycosyl hóa liên kết với protein bất thường
18985,Ung thư biểu mô tuyến niệu quản
18986,Điện thế gợi lên vận động chi dưới bất thường
18987,Ly thượng bì bọng nước đáy đơn giản
18988,Hình thái xương chày bất thường
18990,Nhiễm toan ống thận xa tăng kali máu
18991,điện di
18992,Bệnh vẩy nến thông thường
18993,Nhiễm trùng phổi
18995,"CHẬM TRÍ TÂM THẦN, LIÊN KẾT X, THỊ VỊ NGẮN (rối loạn)"
18996,Đau bụng cấp tính
18997,Rối loạn mô liên kết bẩm sinh
18999,Túi thừa Meckel
19002,Độ lệch xương chày của ngón chân
19003,Kết mạc có chất lắng đọng giống muối trắng
19004,Ung thư ruột kết giai đoạn 0 AJCC v6 và v7
19005,Giảm mức độ aldolase
19006,Ung thư biểu mô tại chỗ của nội mạc tử cung
19008,CJD lẻ tẻ
19009,Tổn thương hoại tử phúc mạc
19011,Khối u tá tràng
19012,Thoái hóa võng mạc dạng nang
19013,Hội chứng u quái đang phát triển
19014,Rối loạn bẩm sinh glycosyl hóa loại 2A
19015,Khối u ác tính của bể thận
19016,Tăng lactate CSF
19017,Khối u ở cổ
19018,Bất thường của niêm mạc miệng
19019,Hamartoma của phổi
19020,Rối loạn gân Achilles
19021,Bệnh cường giáp
19022,Bất thường của ruột non
19023,Phình động mạch gốc động mạch chủ
19024,Teo cơ quanh phúc mạc
19025,Hoạt động bất thường của chuỗi hô hấp ty thể
19026,Ung thư tuyến tụy giai đoạn I AJCC v6 và v7
19027,Rối loạn liên quan đến rượu
19028,U nang buồng trứng
19030,U nguyên bào máu não
19031,Động kinh nửa mặt
19032,Triệu chứng tiền triệu
19033,Mức độ prealbumin giảm
19034,Giảm thị lực
19036,Tân sinh của hệ thống xương
19037,Trầm cảm Metopic
19038,Tetany hạ canxi máu
19039,Telangiectasia Macularis Eruptiva Perstans
19041,Viêm vú u hạt
19042,Tổn thương tủy sống
19043,Tuyến tụy phân chia
19044,Bướu giáp suy giáp
19046,Bóc tách động mạch chủ gần
19047,Mất trí nhớ ngược
19048,Không rụng trứng (phát hiện)
19049,Khối u ác tính không thể cắt bỏ
19050,Bệnh viêm gan B
19051,Khiếm khuyết xoang tĩnh mạch rõ ràng hoặc dai dẳng
19052,Huyết khối tĩnh mạch sâu tái phát
19053,tim quá tải
19055,Hội chứng Loeys-Dietz loại 2
19056,bệnh mụn rộp NOS
19057,Tăng hàm lượng Glycogen trong gan
19058,Axit amin niệu di truyền
19059,Giấc ngủ chuyển động mắt nhanh bất thường
19060,Đau hồng cầu
19061,Bệnh Huntington vị thành niên
19062,Sự tạo ngà không hoàn hảo không có sự tạo xương không hoàn hảo
19063,U máu hình nhện
19064,Bệnh u hạt
19065,Giãn mao mạch lan tỏa
19066,Bệnh Gilbert (rối loạn)
19067,đậu lăng
19068,"Thiếu Nadh-Cytochrome B5 Reductase, Loại Ii"
19070,Suy thận
19071,Tăng sản tủy
19072,Biến dạng cấu trúc bàn chân
19073,Vỡ phình động mạch chủ bụng
19074,Bệnh giảm aldosteron mang tính chất gia đình
19075,Chứng teo cơ chi trên
19076,Hội chứng quá mẫn thuốc
19078,U tế bào ưa crôm và u cận hạch di truyền
19079,Tăng huyết sắc tố
19080,Biến dạng đầu xương của xương ống
19081,Viêm điểm bám
19082,Lão hóa xương tăng nhanh sau tuổi dậy thì
19083,"Rụng tóc, Androgen, 2"
19084,Hoạt tính tổng hợp 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-axit
19085,"Suy giảm tinh trùng, không tắc nghẽn, liên kết Y"
19086,Sulfatid niệu
19087,Bất sản xương quay
19088,Thiếu hụt tổng hợp porphobilinogen
19089,Mất cân bằng hệ thần kinh tự trị
19090,"Hành lang, bẩm sinh"
19091,Vòng eo tăng mỡ máu
19092,Thiếu oxy cơ tim
19093,Bệnh động mạch cảnh ngoài
19094,Khối u ác tính thứ phát của hạch bạch huyết
19095,Bệnh thận màng
19096,Norepinephrine tiết niệu tăng cao
19097,Nhịp sinh học
19098,"Hypospadias 1, Liên kết X"
19099,Bệnh não đa nang
19100,hội chứng desbuquois
19102,Rối loạn vận động cơ vòng Oddi
19103,Ung thư biểu mô tế bào vảy ở đầu và cổ chịu lửa
19104,Chứng mất ngôn ngữ sau chấn thương
19105,Nhiễm trùng gram dương
19108,Hydroa Vacciniforme
19109,Sự bất thường của xương mu
19110,Hội chứng Smith-Lemli-Opitz
19111,u ác tính màng não
19112,tuổi dậy thì nam
19113,"Thận nghỉ, nội thùy"
19114,Thiếu mô mỡ dưới da
19115,Sứt môi không đường giữa
19116,U xơ tử cung
19117,Lách sán máng
19118,U xơ thần kinh dạng đám rối
19120,"Chứng loạn sản Séc, loại xương bàn chân"
19122,Ankyloblepharon bẩm sinh
19123,U mỡ
19124,Chọc hút nội khí quản
19125,Nói ngọng
19126,Độc tính của thuốc
19127,Viêm hạch bạch huyết
19128,Bệnh đa dây thần kinh cận u
19130,Tân sinh nội biểu mô vảy quanh hậu môn
19131,Vàng da chu sinh do hội chứng ứ mật
19132,vết thương nổi bật
19133,Ung thư cổ tử cung xâm lấn
19134,Lòng tự trọng thấp
19135,Hẹp trực tràng
19136,Bệnh đa hồng cầu độc hại
19139,Bệnh cầu thận ghép
19140,"Màng bào thai, Vỡ sớm"
19142,Chuyển vị đại động mạch được điều chỉnh bẩm sinh
19143,Hội chứng Pallister-Hall
19144,Tâm thần phân liệt mãn tính
19145,Ung thư tuyến tiền liệt thiến-ngây thơ
19146,Bệnh cận thị
19147,"B Bệnh bạch cầu nguyên bào lympho/U lympho, không xác định khác"
19148,Phản xạ nhãn cầu
19149,Pseudotumor cerebri
19150,Hội chứng tăng bạch cầu ái toan
19151,Chứng loạn sản sợi đa xương
19152,Vi xóa 15q24
19153,Nhiễm toan tăng clo máu
19154,Chứng loạn sản sụn Punctata
19155,Suy thận một bên
19156,Ngón chân thon
19157,U nang vỏ thận
19158,Bệnh Elejalde
19160,Bệnh não thiếu máu cục bộ thiếu oxy ở trẻ sơ sinh
19161,Khối u thân não thời thơ ấu
19162,Giảm hoạt động của phức hợp pyruvate dehydrogenase
19163,Bất thường sợi trục
19164,Viêm phổi do tụ cầu vàng nhạy cảm với methicillin
19165,Viêm phế quản hen
19166,U cận hạch ngoài tuyến thượng thận
19168,EMG: suy giảm dẫn truyền thần kinh cơ
19169,Ung thư biểu mô đường tiết niệu di căn
19170,Thiếu hụt chất mang photphat ty thể
19171,Ung thư hạch tế bào B lớn lan tỏa ở người lớn
19172,Tân sinh nội mô
19173,Các giai đoạn giống hội chứng Reye
19174,Nhiều trung tâm cốt hóa cổ tay
19176,Sự nôn ra
19177,Hội chứng Bannayan-Riley-Ruvalcaba
19178,Ung thư biểu mô tiết niệu thâm nhiễm
19180,Viêm gân
19181,"Tổn thương donut của hộp sọ, gia đình"
19182,Staphyloma posticum
19183,"Bạch sản niêm mạc miệng, bao gồm cả lưỡi"
19184,hội chứng Barakat
19185,Kiểm tra mật độ khoáng xương
19186,biến thái
19187,Tỷ lệ tế bào T CD4 bất thường
19188,Microphthalmia liên quan đến u nang colobomatous
19189,Mức độ hormone kích thích nang trứng tuần hoàn tăng cao
19190,Dị dạng mạch máu đường tiêu hóa
19191,Giai đoạn IB Ung thư tử cung AJCC v7
19192,camptodactyly song phương
19193,Khối u sợi đơn độc màng phổi
19194,Rối loạn vận động kịch phát
19195,Rối loạn rối loạn điều hòa tâm trạng
19196,Rối loạn tâm thần phân liệt
19198,Bệnh Mansonella
19199,Động kinh một phần chịu nhiệt
19200,Khí quản sụn
19202,Bệnh vú
19203,Ung thư tuyến mang tai
19204,Sứt môi giữa
19205,bệnh phù nề
19206,Viêm phổi liên quan đến chăm sóc sức khỏe
19207,Sưng khớp
19208,Khiếm thính
19209,Biểu bì bóng nước Simplex
19210,Ovotestis
19211,Sự bất thường của ty thể
19212,Viêm cân hoại tử
19213,"Khuyết tật trí tuệ, ranh giới"
19214,Hội chứng bệnh phôi Thalidomide
19216,Hoại tử tuyến yên (sau sinh)
19217,Bệnh lý mạch máu do tiểu đường
19218,Bệnh mô bào phổi X
19219,Bất thường của ngà răng
19220,"Bại não, liệt cứng tứ chi, 1"
19222,Sự thoái hóa tuyến ức cấp tính
19223,Gãy nén cột sống
19224,Rối loạn sinh dục đơn thuần
19225,tăng động
19226,Sưng lan tỏa chất trắng ở não
19227,Tích tụ phản ứng miễn dịch với protein beta-amyloid
19228,Axit dicarboxylic máu
19229,Tăng tính nhạy cảm với bệnh tâm thần phân liệt
19230,Loạn dưỡng hình nón võng mạc 3B
19231,Mờ mắt một bên thoáng qua
19232,"Hội chứng suy giảm miễn dịch tăng IgM, loại 3"
19233,Viêm mạch mày đay
19234,Thiếu hụt trí nhớ ngắn hạn về âm vị học
19235,Viêm nội nhãn truyền nhiễm
19236,Tăng sừng tuổi già
19237,Giảm sự chú ý
19238,Kết quả nồng độ bilirubin
19239,Tiết nước bọt bất thường
19240,sưng cổ tay
19241,Ngón chân thứ 2 rộng
19242,Tăng bạch cầu-Isoleucin máu
19243,Cảm giác di truyền và bệnh lý thần kinh tự trị
19244,Loạn sản tủy xương
19245,Bệnh cơ tim hạn chế khác
19246,U ác của ruột thừa
19247,"Thiếu máu rối loạn hồng cầu bẩm sinh, loại II"
19248,Tăng bạch cầu lympho Csf mãn tính
19249,Hội chứng rò rỉ mao mạch lâm sàng
19250,Dây buộc
19251,Cơn hôn mê kịch phát
19252,Bệnh cường cận giáp
19253,Viêm cầu thận do cryoglobulin máu
